0,86.554
30,73.547
59,46.618
88,46.903
117,15.695
146,5.089
175,-0.368
204,161.021
233,440.131
262,376.406
292,426.299
321,400.368
350,321.457
379,309.887
408,248.029
437,176.215
466,92.962
495,29.775
524,18.489
553,103.776
582,136.762
611,101.093
640,32.927
669,15.101
698,-4.581
727,-23.885
756,185.301
785,412.039
815,410.876
844,453.281
873,408.559
902,362.852
931,309.626
960,256.405
989,163.345
1018,13.951
1047,19.325
1076,43.603
1105,90.057
1134,115.335
1163,75.844
1192,71.542
1221,28.754
1250,-30.067
1279,-10.271
1308,129.27
1338,507.698
1367,467.057
1396,478.534
1425,445.759
1454,408.326
1483,361.35
1512,280.143
1541,166.732
1570,15.7
1599,19.33
1628,32.894
1657,31.057
1686,65.511
1715,59.046
1744,78.083
1773,39.196
1802,20.061
1831,-10.411
1861,-0.359
1890,240.059
1919,426.541
1948,471.845
1977,491.153
2006,440.983
2035,367.47
2064,316.058
2093,244.335
2122,149.454
2151,70.828
2180,12.712
2209,52.89
2238,89.282
2267,83.075
2296,83.886
2325,60.357
2354,28.493
2384,-17.911
2413,-51.525
2442,39.029
2471,263.511
2500,498.164
2529,486.569
2558,458.678
2587,395.962
2616,355.332
2645,265.466
2674,161.792
2703,19.342
2732,2.015
2761,-0.777
2790,43.538
2819,88.902
2848,104.229
2878,59.315
2907,35.677
2936,1.109
2965,-15.505
2994,-6.301
3023,152.316
3052,446.501
3081,444.206
3110,470.39
3139,422.899
3168,344.027
3197,304.207
3226,219.833
3255,109.907
3284,-17.206
3313,22.693
3342,27.503
3371,70.676
3401,107.246
3430,87.484
3459,44.925
3488,42.599
3517,4.771
3546,-18.966
3575,74.154
3604,458.405
3633,473.09
3662,481.541
3691,392.9
3720,415.264
3749,355.044
3778,296.831
3807,196.949
3836,76.489
3865,-25.801
3894,-0.597
3924,40.244
3953,91.51
3982,72.477
4011,98.64
4040,22.345
4069,28.329
4098,-11.632
4127,-22.025
4156,19.321
4185,457.907
4214,462.698
4243,507.61
4272,441.271
4301,444.409
4330,368.92
4359,302.636
4388,223.422
4417,76.41
4447,7.002
4476,27.535
4505,99.528
4534,112.551
4563,87.158
4592,76.499
4621,48.578
4650,-4.913
4679,-54.691
4708,-48.709
4737,45.593
4766,384.569
4795,472.532
4824,450.685
4853,479.32
4882,386.494
4911,308.559
4940,234.769
4970,188.43
4999,3.131
5028,7.296
5057,62.421
5086,67.125
5115,104.472
5144,83.046
5173,38.762
5202,20.696
5231,-13.666
5260,-47.106
5289,-8.912
5318,199.166
5347,457.408
5376,466.996
5405,484.787
5434,395.526
5464,343.959
5493,282.923
5522,211.827
5551,112.654
5580,-14.82
5609,6.432
5638,39.353
5667,60.742
5696,68.824
5725,75.295
5754,63.741
5783,8.036
5812,-6.169
5841,-26.884
5870,108.864
5899,424.493
5928,537.221
5957,487.434
5987,436.389
6016,364.466
6045,349.829
6074,275.78
6103,174.394
6132,-2.816
6161,-13.152
6190,-3.149
6219,43.31
6248,74.266
6277,64.693
6306,100.065
6335,51.746
6364,39.118
6393,-24.279
6422,-10.279
6451,276.722
6480,527.668
6510,494.893
6539,487.428
6568,454.575
6597,397.485
6626,343.845
6655,246.237
6684,108.006
6713,-20.982
6742,29.279
6771,46.217
6800,83.279
6829,107.289
6858,61.868
6887,45.789
6916,4.942
6945,-15.516
6974,-50.651
7003,58.279
7033,384.736
7062,431.253
7091,442.373
7120,431.831
7149,393.4
7178,321.473
7207,233.512
7236,180.44
7265,39.618
7294,25.023
7323,48.515
7352,70.316
7381,99.116
7410,111.524
7439,49.449
7468,31.76
7497,15.784
7527,-12.058
7556,25.474
7585,315.072
7614,412.613
7643,436.765
7672,425.517
7701,390.439
7730,331.382
7759,244.339
7788,217.808
7817,78.843
7846,-0.132
7875,33.025
7904,58.352
7933,92.616
7962,101.462
7991,50.859
8020,33.698
8050,15.093
8079,-38.706
8108,-2.367
8137,402.115
8166,486.433
8195,501.315
8224,485.058
8253,417.111
8282,369.724
8311,298.852
8340,247.28
8369,134.809
8398,10.826
